Verse,Verse_sans,Translation,Link
10/2,na me viduḥ sura-gaṇāḥprabhavaṁ na maharṣayaḥaham ādir hi devānāṁmaharṣīṇāṁ ca sarvaśaḥ,"Neither the hosts of demigods nor the great sages know My origin or opulences, for, in every respect, I am the source of the demigods and sages.",https://vedabase.io/en/library/bg/10/2/
10/3,yo mām ajam anādiṁ cavetti loka-maheśvaramasammūḍhaḥ sa martyeṣusarva-pāpaiḥ pramucyate,"He who knows Me as the unborn, as the beginningless, as the Supreme Lord of all the worlds – he only, undeluded among men, is freed from all sins.",https://vedabase.io/en/library/bg/10/3/
10/4-5,buddhir jñānam asammohaḥkṣamā satyaṁ damaḥ śamaḥsukhaṁ duḥkhaṁ bhavo ’bhāvobhayaṁ cābhayam eva ca,"Intelligence, knowledge, freedom from doubt and delusion, forgiveness, truthfulness, control of the senses, control of the mind, happiness and distress, birth, death, fear, fearlessness, nonviolence, equanimity, satisfaction, austerity, charity, fame and infamy – all these various qualities of living beings are created by Me alone.",https://vedabase.io/en/library/bg/10/4-5/
10/6,maharṣayaḥ sapta pūrvecatvāro manavas tathāmad-bhāvā mānasā jātāyeṣāṁ loka imāḥ prajāḥ,"The seven great sages and before them the four other great sages and the Manus [progenitors of mankind] come from Me, born from My mind, and all the living beings populating the various planets descend from them.",https://vedabase.io/en/library/bg/10/6/
10/7,etāṁ vibhūtiṁ yogaṁ camama yo vetti tattvataḥso ’vikalpena yogenayujyate nātra saṁśayaḥ,One who is factually convinced of this opulence and mystic power of Mine engages in unalloyed devotional service; of this there is no doubt.,https://vedabase.io/en/library/bg/10/7/
10/8,ahaṁ sarvasya prabhavomattaḥ sarvaṁ pravartateiti matvā bhajante māṁbudhā bhāva-samanvitāḥ,I am the source of all spiritual and material worlds. Everything emanates from Me. The wise who perfectly know this engage in My devotional service and worship Me with all their hearts.,https://vedabase.io/en/library/bg/10/8/
10/9,mac-cittā mad-gata-prāṇābodhayantaḥ parasparamkathayantaś ca māṁ nityaṁtuṣyanti ca ramanti ca,"The thoughts of My pure devotees dwell in Me, their lives are fully devoted to My service, and they derive great satisfaction and bliss from always enlightening one another and conversing about Me.",https://vedabase.io/en/library/bg/10/9/
10/10,teṣāṁ satata-yuktānāṁbhajatāṁ prīti-pūrvakamdadāmi buddhi-yogaṁ taṁyena mām upayānti te,"To those who are constantly devoted to serving Me with love, I give the understanding by which they can come to Me.",https://vedabase.io/en/library/bg/10/10/
10/11,teṣām evānukampārthamaham ajñāna-jaṁ tamaḥnāśayāmy ātma-bhāva-sthojñāna-dīpena bhāsvatā,"To show them special mercy, I, dwelling in their hearts, destroy with the shining lamp of knowledge the darkness born of ignorance.",https://vedabase.io/en/library/bg/10/11/
10/12-13,arjuna uvācaparaṁ brahma paraṁ dhāmapavitraṁ paramaṁ bhavānpuruṣaṁ śāśvataṁ divyamādi-devam ajaṁ vibhum,"Arjuna said: You are the Supreme Personality of Godhead, the ultimate abode, the purest, the Absolute Truth. You are the eternal, transcendental, original person, the unborn, the greatest. All the great sages such as Nārada, Asita, Devala and Vyāsa confirm this truth about You, and now You Yourself are declaring it to me.",https://vedabase.io/en/library/bg/10/12-13/
10/14,sarvam etad ṛtaṁ manyeyan māṁ vadasi keśavana hi te bhagavan vyaktiṁvidur devā na dānavāḥ,"O Kṛṣṇa, I totally accept as truth all that You have told me. Neither the demigods nor the demons, O Lord, can understand Your personality.",https://vedabase.io/en/library/bg/10/14/
10/15,svayam evātmanātmānaṁvettha tvaṁ puruṣottamabhūta-bhāvana bhūteśadeva-deva jagat-pate,"Indeed, You alone know Yourself by Your own internal potency, O Supreme Person, origin of all, Lord of all beings, God of gods, Lord of the universe!",https://vedabase.io/en/library/bg/10/15/
10/16,vaktum arhasy aśeṣeṇadivyā hy ātma-vibhūtayaḥyābhir vibhūtibhir lokānimāṁs tvaṁ vyāpya tiṣṭhasi,Please tell me in detail of Your divine opulences by which You pervade all these worlds.,https://vedabase.io/en/library/bg/10/16/
10/17,kathaṁ vidyām ahaṁ yogiṁstvāṁ sadā paricintayankeṣu keṣu ca bhāveṣucintyo ’si bhagavan mayā,"O Kṛṣṇa, O supreme mystic, how shall I constantly think of You, and how shall I know You? In what various forms are You to be remembered, O Supreme Personality of Godhead?",https://vedabase.io/en/library/bg/10/17/
10/18,vistareṇātmano yogaṁvibhūtiṁ ca janārdanabhūyaḥ kathaya tṛptir hiśṛṇvato nāsti me ’mṛtam,"O Janārdana, again please describe in detail the mystic power of Your opulences. I am never satiated in hearing about You, for the more I hear the more I want to taste the nectar of Your words.",https://vedabase.io/en/library/bg/10/18/
10/19,śrī-bhagavān uvācahanta te kathayiṣyāmidivyā hy ātma-vibhūtayaḥprādhānyataḥ kuru-śreṣṭhanāsty anto vistarasya me,"The Supreme Personality of Godhead said: Yes, I will tell you of My splendorous manifestations, but only of those which are prominent, O Arjuna, for My opulence is limitless.",https://vedabase.io/en/library/bg/10/19/
10/20,aham ātmā guḍākeśasarva-bhūtāśaya-sthitaḥaham ādiś ca madhyaṁ cabhūtānām anta eva ca,"I am the Supersoul, O Arjuna, seated in the hearts of all living entities. I am the beginning, the middle and the end of all beings.",https://vedabase.io/en/library/bg/10/20/
10/21,ādityānām ahaṁ viṣṇurjyotiṣāṁ ravir aṁśumānmarīcir marutām asminakṣatrāṇām ahaṁ śaśī,"Of the Ādityas I am Viṣṇu, of lights I am the radiant sun, of the Maruts I am Marīci, and among the stars I am the moon.",https://vedabase.io/en/library/bg/10/21/
10/22,vedānāṁ sāma-vedo ’smidevānām asmi vāsavaḥindriyāṇāṁ manaś cāsmibhūtānām asmi cetanā,"Of the Vedas I am the Sāma Veda; of the demigods I am Indra, the king of heaven; of the senses I am the mind; and in living beings I am the living force [consciousness].",https://vedabase.io/en/library/bg/10/22/
10/23,rudrāṇāṁ śaṅkaraś cāsmivitteśo yakṣa-rakṣasāmvasūnāṁ pāvakaś cāsmimeruḥ śikhariṇām aham,"Of all the Rudras I am Lord Śiva, of the Yakṣas and Rākṣasas I am the Lord of wealth [Kuvera], of the Vasus I am fire [Agni], and of mountains I am Meru.",https://vedabase.io/en/library/bg/10/23/
10/24,purodhasāṁ ca mukhyaṁ māṁviddhi pārtha bṛhaspatimsenānīnām ahaṁ skandaḥsarasām asmi sāgaraḥ,"Of priests, O Arjuna, know Me to be the chief, Bṛhaspati. Of generals I am Kārttikeya, and of bodies of water I am the ocean.",https://vedabase.io/en/library/bg/10/24/
10/25,maharṣīṇāṁ bhṛgur ahaṁgirām asmy ekam akṣaramyajñānāṁ japa-yajño ’smisthāvarāṇāṁ himālayaḥ,"Of the great sages I am Bhṛgu; of vibrations I am the transcendental oṁ. Of sacrifices I am the chanting of the holy names [japa], and of immovable things I am the Himālayas.",https://vedabase.io/en/library/bg/10/25/
10/26,aśvatthaḥ sarva-vṛkṣāṇāṁdevarṣīṇāṁ ca nāradaḥgandharvāṇāṁ citrarathaḥsiddhānāṁ kapilo muniḥ,"Of all trees I am the banyan tree, and of the sages among the demigods I am Nārada. Of the Gandharvas I am Citraratha, and among perfected beings I am the sage Kapila.",https://vedabase.io/en/library/bg/10/26/
10/27,uccaiḥśravasam aśvānāṁviddhi mām amṛtodbhavamairāvataṁ gajendrāṇāṁnarāṇāṁ ca narādhipam,"Of horses know Me to be Uccaiḥśravā, produced during the churning of the ocean for nectar. Of lordly elephants I am Airāvata, and among men I am the monarch.",https://vedabase.io/en/library/bg/10/27/
10/28,āyudhānām ahaṁ vajraṁdhenūnām asmi kāma-dhukprajanaś cāsmi kandarpaḥsarpāṇām asmi vāsukiḥ,"Of weapons I am the thunderbolt; among cows I am the surabhi. Of causes for procreation I am Kandarpa, the god of love, and of serpents I am Vāsuki.",https://vedabase.io/en/library/bg/10/28/
10/29,anantaś cāsmi nāgānāṁvaruṇo yādasām ahampitṝṇām aryamā cāsmiyamaḥ saṁyamatām aham,"Of the many-hooded Nāgas I am Ananta, and among the aquatics I am the demigod Varuṇa. Of departed ancestors I am Aryamā, and among the dispensers of law I am Yama, the lord of death.",https://vedabase.io/en/library/bg/10/29/
10/30,prahlādaś cāsmi daityānāṁkālaḥ kalayatām ahammṛgāṇāṁ ca mṛgendro ’haṁvainateyaś ca pakṣiṇām,"Among the Daitya demons I am the devoted Prahlāda, among subduers I am time, among beasts I am the lion, and among birds I am Garuḍa.",https://vedabase.io/en/library/bg/10/30/
10/31,pavanaḥ pavatām asmirāmaḥ śastra-bhṛtām ahamjhaṣāṇāṁ makaraś cāsmisrotasām asmi jāhnavī,"Of purifiers I am the wind, of the wielders of weapons I am Rāma, of fishes I am the shark, and of flowing rivers I am the Ganges.",https://vedabase.io/en/library/bg/10/31/
10/32,sargāṇām ādir antaś camadhyaṁ caivāham arjunaadhyātma-vidyā vidyānāṁvādaḥ pravadatām aham,"Of all creations I am the beginning and the end and also the middle, O Arjuna. Of all sciences I am the spiritual science of the self, and among logicians I am the conclusive truth.",https://vedabase.io/en/library/bg/10/32/
10/33,akṣarāṇām a-kāro ’smidvandvaḥ sāmāsikasya caaham evākṣayaḥ kālodhātāhaṁ viśvato-mukhaḥ,"Of letters I am the letter A, and among compound words I am the dual compound. I am also inexhaustible time, and of creators I am Brahmā.",https://vedabase.io/en/library/bg/10/33/
10/34,mṛtyuḥ sarva-haraś cāhamudbhavaś ca bhaviṣyatāmkīrtiḥ śrīr vāk ca nārīṇāṁsmṛtir medhā dhṛtiḥ kṣamā,"I am all-devouring death, and I am the generating principle of all that is yet to be. Among women I am fame, fortune, fine speech, memory, intelligence, steadfastness and patience.",https://vedabase.io/en/library/bg/10/34/
10/35,bṛhat-sāma tathā sāmnāṁgāyatrī chandasām ahammāsānāṁ mārga-śīrṣo ’hamṛtūnāṁ kusumākaraḥ,"Of the hymns in the Sāma Veda I am the Bṛhat-sāma, and of poetry I am the Gāyatrī. Of months I am Mārgaśīrṣa [November-December], and of seasons I am flower-bearing spring.",https://vedabase.io/en/library/bg/10/35/
10/36,dyūtaṁ chalayatām asmitejas tejasvinām ahamjayo ’smi vyavasāyo ’smisattvaṁ sattvavatām aham,"I am also the gambling of cheats, and of the splendid I am the splendor. I am victory, I am adventure, and I am the strength of the strong.",https://vedabase.io/en/library/bg/10/36/
10/37,vṛṣṇīnāṁ vāsudevo ’smipāṇḍavānāṁ dhanañ-jayaḥmunīnām apy ahaṁ vyāsaḥkavīnām uśanā kaviḥ,"Of the descendants of Vṛṣṇi I am Vāsudeva, and of the Pāṇḍavas I am Arjuna. Of the sages I am Vyāsa, and among great thinkers I am Uśanā.",https://vedabase.io/en/library/bg/10/37/
10/38,daṇḍo damayatām asminītir asmi jigīṣatāmmaunaṁ caivāsmi guhyānāṁjñānaṁ jñānavatām aham,"Among all means of suppressing lawlessness I am punishment, and of those who seek victory I am morality. Of secret things I am silence, and of the wise I am the wisdom.",https://vedabase.io/en/library/bg/10/38/
10/39,yac cāpi sarva-bhūtānāṁbījaṁ tad aham arjunana tad asti vinā yat syānmayā bhūtaṁ carācaram,"Furthermore, O Arjuna, I am the generating seed of all existences. There is no being – moving or nonmoving – that can exist without Me.",https://vedabase.io/en/library/bg/10/39/
10/40,nānto ’sti mama divyānāṁvibhūtīnāṁ paran-tapaeṣa tūddeśataḥ proktovibhūter vistaro mayā,"O mighty conqueror of enemies, there is no end to My divine manifestations. What I have spoken to you is but a mere indication of My infinite opulences.",https://vedabase.io/en/library/bg/10/40/
10/41,yad yad vibhūtimat sattvaṁśrīmad ūrjitam eva vātat tad evāvagaccha tvaṁmama tejo-’ṁśa-sambhavam,"Know that all opulent, beautiful and glorious creations spring from but a spark of My splendor.",https://vedabase.io/en/library/bg/10/41/
10/42,atha vā bahunaitenakiṁ jñātena tavārjunaviṣṭabhyāham idaṁ kṛtsnamekāṁśena sthito jagat,"But what need is there, Arjuna, for all this detailed knowledge? With a single fragment of Myself I pervade and support this entire universe.",https://vedabase.io/en/library/bg/10/42/
11/1,arjuna uvācamad-anugrahāya paramaṁguhyam adhyātma-saṁjñitamyat tvayoktaṁ vacas tenamoho ’yaṁ vigato mama,"Arjuna said: By my hearing the instructions You have kindly given me about these most confidential spiritual subjects, my illusion has now been dispelled.",https://vedabase.io/en/library/bg/11/1/
11/2,bhavāpyayau hi bhūtānāṁśrutau vistaraśo mayātvattaḥ kamala-patrākṣamāhātmyam api cāvyayam,"O lotus-eyed one, I have heard from You in detail about the appearance and disappearance of every living entity and have realized Your inexhaustible glories.",https://vedabase.io/en/library/bg/11/2/
11/3,evam etad yathāttha tvamātmānaṁ parameśvaradraṣṭum icchāmi te rūpamaiśvaraṁ puruṣottama,"O greatest of all personalities, O supreme form, though I see You here before me in Your actual position, as You have described Yourself, I wish to see how You have entered into this cosmic manifestation. I want to see that form of Yours.",https://vedabase.io/en/library/bg/11/3/
11/4,manyase yadi tac chakyaṁmayā draṣṭum iti prabhoyogeśvara tato me tvaṁdarśayātmānam avyayam,"If You think that I am able to behold Your cosmic form, O my Lord, O master of all mystic power, then kindly show me that unlimited universal Self.",https://vedabase.io/en/library/bg/11/4/
11/5,śrī-bhagavān uvācapaśya me pārtha rūpāṇiśataśo ’tha sahasraśaḥnānā-vidhāni divyāninānā-varṇākṛtīni ca,"The Supreme Personality of Godhead said: My dear Arjuna, O son of Pṛthā, see now My opulences, hundreds of thousands of varied divine and multicolored forms.",https://vedabase.io/en/library/bg/11/5/
11/6,paśyādityān vasūn rudrānaśvinau marutas tathābahūny adṛṣṭa-pūrvāṇipaśyāścaryāṇi bhārata,"O best of the Bhāratas, see here the different manifestations of Ādityas, Vasus, Rudras, Aśvinī-kumāras and all the other demigods. Behold the many wonderful things which no one has ever seen or heard of before.",https://vedabase.io/en/library/bg/11/6/
11/7,ihaika-sthaṁ jagat kṛtsnaṁpaśyādya sa-carācarammama dehe guḍākeśayac cānyad draṣṭum icchasi,"O Arjuna, whatever you wish to see, behold at once in this body of Mine! This universal form can show you whatever you now desire to see and whatever you may want to see in the future. Everything – moving and nonmoving – is here completely, in one place.",https://vedabase.io/en/library/bg/11/7/
11/8,na tu māṁ śakyase draṣṭumanenaiva sva-cakṣuṣādivyaṁ dadāmi te cakṣuḥpaśya me yogam aiśvaram,But you cannot see Me with your present eyes. Therefore I give you divine eyes. Behold My mystic opulence!,https://vedabase.io/en/library/bg/11/8/
11/9,sañjaya uvācaevam uktvā tato rājanmahā-yogeśvaro hariḥdarśayām āsa pārthāyaparamaṁ rūpam aiśvaram,"Sañjaya said: O King, having spoken thus, the Supreme Lord of all mystic power, the Personality of Godhead, displayed His universal form to Arjuna.",https://vedabase.io/en/library/bg/11/9/
11/10-11,aneka-vaktra-nayanamanekādbhuta-darśanamaneka-divyābharaṇaṁdivyānekodyatāyudham,"Arjuna saw in that universal form unlimited mouths, unlimited eyes, unlimited wonderful visions. The form was decorated with many celestial ornaments and bore many divine upraised weapons. He wore celestial garlands and garments, and many divine scents were smeared over His body. All was wondrous, brilliant, unlimited, all-expanding.",https://vedabase.io/en/library/bg/11/10-11/
11/12,divi sūrya-sahasrasyabhaved yugapad utthitāyadi bhāḥ sadṛśī sā syādbhāsas tasya mahātmanaḥ,"If hundreds of thousands of suns were to rise at once into the sky, their radiance might resemble the effulgence of the Supreme Person in that universal form.",https://vedabase.io/en/library/bg/11/12/
11/13,tatraika-sthaṁ jagat kṛtsnaṁpravibhaktam anekadhāapaśyad deva-devasyaśarīre pāṇḍavas tadā,"At that time Arjuna could see in the universal form of the Lord the unlimited expansions of the universe situated in one place although divided into many, many thousands.",https://vedabase.io/en/library/bg/11/13/
11/14,tataḥ sa vismayāviṣṭohṛṣṭa-romā dhanañ-jayaḥpraṇamya śirasā devaṁkṛtāñjalir abhāṣata,"Then, bewildered and astonished, his hair standing on end, Arjuna bowed his head to offer obeisances and with folded hands began to pray to the Supreme Lord.",https://vedabase.io/en/library/bg/11/14/
11/15,arjuna uvācapaśyāmi devāṁs tava deva dehesarvāṁs tathā bhūta-viśeṣa-saṅghānbrahmāṇam īśaṁ kamalāsana-sthamṛṣīṁś ca sarvān uragāṁś ca divyān,"Arjuna said: My dear Lord Kṛṣṇa, I see assembled in Your body all the demigods and various other living entities. I see Brahmā sitting on the lotus flower, as well as Lord Śiva and all the sages and divine serpents.",https://vedabase.io/en/library/bg/11/15/
11/16,aneka-bāhūdara-vaktra-netraṁpaśyāmi tvāṁ sarvato ’nanta-rūpamnāntaṁ na madhyaṁ na punas tavādiṁpaśyāmi viśveśvara viśva-rūpa,"O Lord of the universe, O universal form, I see in Your body many, many arms, bellies, mouths and eyes, expanded everywhere, without limit. I see in You no end, no middle and no beginning.",https://vedabase.io/en/library/bg/11/16/
11/17,kirīṭinaṁ gadinaṁ cakriṇaṁ catejo-rāśiṁ sarvato dīptimantampaśyāmi tvāṁ durnirīkṣyaṁ samantāddīptānalārka-dyutim aprameyam,"Your form is difficult to see because of its glaring effulgence, spreading on all sides, like blazing fire or the immeasurable radiance of the sun. Yet I see this glowing form everywhere, adorned with various crowns, clubs and discs.",https://vedabase.io/en/library/bg/11/17/
11/18,tvam akṣaraṁ paramaṁ veditavyaṁtvam asya viśvasya paraṁ nidhānamtvam avyayaḥ śāśvata-dharma-goptāsanātanas tvaṁ puruṣo mato me,"You are the supreme primal objective. You are the ultimate resting place of all this universe. You are inexhaustible, and You are the oldest. You are the maintainer of the eternal religion, the Personality of Godhead. This is my opinion.",https://vedabase.io/en/library/bg/11/18/
11/19,anādi-madhyāntam ananta-vīryamananta-bāhuṁ śaśi-sūrya-netrampaśyāmi tvāṁ dīpta-hutāśa-vaktraṁsva-tejasā viśvam idaṁ tapantam,"You are without origin, middle or end. Your glory is unlimited. You have numberless arms, and the sun and moon are Your eyes. I see You with blazing fire coming forth from Your mouth, burning this entire universe by Your own radiance.",https://vedabase.io/en/library/bg/11/19/
11/20,dyāv ā-pṛthivyor idam antaraṁ hivyāptaṁ tvayaikena diśaś ca sarvāḥdṛṣṭvādbhutaṁ rūpam ugraṁ tavedaṁloka-trayaṁ pravyathitaṁ mahātman,"Although You are one, You spread throughout the sky and the planets and all space between. O great one, seeing this wondrous and terrible form, all the planetary systems are perturbed.",https://vedabase.io/en/library/bg/11/20/
11/21,amī hi tvāṁ sura-saṅghā viśantikecid bhītāḥ prāñjalayo gṛṇantisvastīty uktvā maharṣi-siddha-saṅghāḥstuvanti tvāṁ stutibhiḥ puṣkalābhiḥ,"All the hosts of demigods are surrendering before You and entering into You. Some of them, very much afraid, are offering prayers with folded hands. Hosts of great sages and perfected beings, crying “All peace!” are praying to You by singing the Vedic hymns.",https://vedabase.io/en/library/bg/11/21/
11/22,rudrādityā vasavo ye ca sādhyāviśve ’śvinau marutaś coṣmapāś cagandharva-yakṣāsura-siddha-saṅghāvīkṣante tvāṁ vismitāś caiva sarve,"All the various manifestations of Lord Śiva, the Ādityas, the Vasus, the Sādhyas, the Viśvedevas, the two Aśvīs, the Maruts, the forefathers, the Gandharvas, the Yakṣas, the Asuras and the perfected demigods are beholding You in wonder.",https://vedabase.io/en/library/bg/11/22/
11/23,rūpaṁ mahat te bahu-vaktra-netraṁmahā-bāho bahu-bāhūru-pādambahūdaraṁ bahu-daṁṣṭrā-karālaṁdṛṣṭvā lokāḥ pravyathitās tathāham,"O mighty-armed one, all the planets with their demigods are disturbed at seeing Your great form, with its many faces, eyes, arms, thighs, legs and bellies and Your many terrible teeth; and as they are disturbed, so am I.",https://vedabase.io/en/library/bg/11/23/
11/24,nabhaḥ-spṛśaṁ dīptam aneka-varṇaṁvyāttānanaṁ dīpta-viśāla-netramdṛṣṭvā hi tvāṁ pravyathitāntar-ātmādhṛtiṁ na vindāmi śamaṁ ca viṣṇo,"O all-pervading Viṣṇu, seeing You with Your many radiant colors touching the sky, Your gaping mouths, and Your great glowing eyes, my mind is perturbed by fear. I can no longer maintain my steadiness or equilibrium of mind.",https://vedabase.io/en/library/bg/11/24/
11/25,daṁṣṭrā-karālāni ca te mukhānidṛṣṭvaiva kālānala-sannibhānidiśo na jāne na labhe ca śarmaprasīda deveśa jagan-nivāsa,"O Lord of lords, O refuge of the worlds, please be gracious to me. I cannot keep my balance seeing thus Your blazing deathlike faces and awful teeth. In all directions I am bewildered.",https://vedabase.io/en/library/bg/11/25/
11/26-27,amī ca tvāṁ dhṛtarāṣṭrasya putrāḥsarve sahaivāvani-pāla-saṅghaiḥbhīṣmo droṇaḥ sūta-putras tathāsausahāsmadīyair api yodha-mukhyaiḥ,"All the sons of Dhṛtarāṣṭra, along with their allied kings, and Bhīṣma, Droṇa, Karṇa – and our chief soldiers also – are rushing into Your fearful mouths. And some I see trapped with heads smashed between Your teeth.",https://vedabase.io/en/library/bg/11/26-27/
11/28,yathā nadīnāṁ bahavo ’mbu-vegāḥsamudram evābhimukhā dravantitathā tavāmī nara-loka-vīrāviśanti vaktrāṇy abhivijvalanti,"As the many waves of the rivers flow into the ocean, so do all these great warriors enter blazing into Your mouths.",https://vedabase.io/en/library/bg/11/28/
11/29,yathā pradīptaṁ jvalanaṁ pataṅgāviśanti nāśāya samṛddha-vegāḥtathaiva nāśāya viśanti lokāstavāpi vaktrāṇi samṛddha-vegāḥ,"I see all people rushing full speed into Your mouths, as moths dash to destruction in a blazing fire.",https://vedabase.io/en/library/bg/11/29/
11/30,lelihyase grasamānaḥ samantāllokān samagrān vadanair jvaladbhiḥtejobhir āpūrya jagat samagraṁbhāsas tavogrāḥ pratapanti viṣṇo,"O Viṣṇu, I see You devouring all people from all sides with Your flaming mouths. Covering all the universe with Your effulgence, You are manifest with terrible, scorching rays.",https://vedabase.io/en/library/bg/11/30/
11/31,ākhyāhi me ko bhavān ugra-rūponamo ’stu te deva-vara prasīdavijñātum icchāmi bhavantam ādyaṁna hi prajānāmi tava pravṛttim,"O Lord of lords, so fierce of form, please tell me who You are. I offer my obeisances unto You; please be gracious to me. You are the primal Lord. I want to know about You, for I do not know what Your mission is.",https://vedabase.io/en/library/bg/11/31/
11/32,śrī-bhagavān uvācakālo ’smi loka-kṣaya-kṛt pravṛddholokān samāhartum iha pravṛttaḥṛte ’pi tvāṁ na bhaviṣyanti sarveye ’vasthitāḥ praty-anīkeṣu yodhāḥ,"The Supreme Personality of Godhead said: Time I am, the great destroyer of the worlds, and I have come here to destroy all people. With the exception of you [the Pāṇḍavas], all the soldiers here on both sides will be slain.",https://vedabase.io/en/library/bg/11/32/
11/33,tasmāt tvam uttiṣṭha yaśo labhasvajitvā śatrūn bhuṅkṣva rājyaṁ samṛddhammayaivaite nihatāḥ pūrvam evanimitta-mātraṁ bhava savya-sācin,"Therefore get up. Prepare to fight and win glory. Conquer your enemies and enjoy a flourishing kingdom. They are already put to death by My arrangement, and you, O Savyasācī, can be but an instrument in the fight.",https://vedabase.io/en/library/bg/11/33/
11/34,droṇaṁ ca bhīṣmaṁ ca jayadrathaṁ cakarṇaṁ tathānyān api yodha-vīrānmayā hatāṁs tvaṁ jahi mā vyathiṣṭhāyudhyasva jetāsi raṇe sapatnān,"Droṇa, Bhīṣma, Jayadratha, Karṇa and the other great warriors have already been destroyed by Me. Therefore, kill them and do not be disturbed. Simply fight, and you will vanquish your enemies in battle.",https://vedabase.io/en/library/bg/11/34/
11/35,sañjaya uvācaetac chrutvā vacanaṁ keśavasyakṛtāñjalir vepamānaḥ kirīṭīnamaskṛtvā bhūya evāha kṛṣṇaṁsa-gadgadaṁ bhīta-bhītaḥ praṇamya,"Sañjaya said to Dhṛtarāṣṭra: O King, after hearing these words from the Supreme Personality of Godhead, the trembling Arjuna offered obeisances with folded hands again and again. He fearfully spoke to Lord Kṛṣṇa in a faltering voice, as follows.",https://vedabase.io/en/library/bg/11/35/
11/36,arjuna uvācasthāne hṛṣīkeśa tava prakīrtyājagat prahṛṣyaty anurajyate carakṣāṁsi bhītāni diśo dravantisarve namasyanti ca siddha-saṅghāḥ,"Arjuna said: O master of the senses, the world becomes joyful upon hearing Your name, and thus everyone becomes attached to You. Although the perfected beings offer You their respectful homage, the demons are afraid, and they flee here and there. All this is rightly done.",https://vedabase.io/en/library/bg/11/36/
11/37,kasmāc ca te na nameran mahātmangarīyase brahmaṇo ’py ādi-kartreananta deveśa jagan-nivāsatvam akṣaraṁ sad-asat tat paraṁ yat,"O great one, greater even than Brahmā, You are the original creator. Why then should they not offer their respectful obeisances unto You? O limitless one, God of gods, refuge of the universe! You are the invincible source, the cause of all causes, transcendental to this material manifestation.",https://vedabase.io/en/library/bg/11/37/
11/38,tvam ādi-devaḥ puruṣaḥ purāṇastvam asya viśvasya paraṁ nidhānamvettāsi vedyaṁ ca paraṁ ca dhāmatvayā tataṁ viśvam ananta-rūpa,"You are the original Personality of Godhead, the oldest, the ultimate sanctuary of this manifested cosmic world. You are the knower of everything, and You are all that is knowable. You are the supreme refuge, above the material modes. O limitless form! This whole cosmic manifestation is pervaded by You!",https://vedabase.io/en/library/bg/11/38/
11/39,vāyur yamo ’gnir varuṇaḥ śaśāṅkaḥprajāpatis tvaṁ prapitāmahaś canamo namas te ’stu sahasra-kṛtvaḥpunaś ca bhūyo ’pi namo namas te,"You are air, and You are the supreme controller! You are fire, You are water, and You are the moon! You are Brahmā, the first living creature, and You are the great-grandfather. I therefore offer my respectful obeisances unto You a thousand times, and again and yet again!",https://vedabase.io/en/library/bg/11/39/
11/40,namaḥ purastād atha pṛṣṭhatas tenamo ’stu te sarvata eva sarvaananta-vīryāmita-vikramas tvaṁsarvaṁ samāpnoṣi tato ’si sarvaḥ,"Obeisances to You from the front, from behind and from all sides! O unbounded power, You are the master of limitless might! You are all-pervading, and thus You are everything!",https://vedabase.io/en/library/bg/11/40/
11/41-42,sakheti matvā prasabhaṁ yad uktaṁhe kṛṣṇa he yādava he sakhetiajānatā mahimānaṁ tavedaṁmayā pramādāt praṇayena vāpi,"Thinking of You as my friend, I have rashly addressed You “O Kṛṣṇa,” “O Yādava,” “O my friend,” not knowing Your glories. Please forgive whatever I may have done in madness or in love. I have dishonored You many times, jesting as we relaxed, lay on the same bed, or sat or ate together, sometimes alone and sometimes in front of many friends. O infallible one, please excuse me for all those offenses.",https://vedabase.io/en/library/bg/11/41-42/
11/43,pitāsi lokasya carācarasyatvam asya pūjyaś ca gurur garīyānna tvat-samo ’sty abhyadhikaḥ kuto ’nyoloka-traye ’py apratima-prabhāva,"You are the father of this complete cosmic manifestation, of the moving and the nonmoving. You are its worshipable chief, the supreme spiritual master. No one is greater than You, nor can anyone be one with You. How then could there be anyone greater than You within the three worlds, O Lord of immeasurable power?",https://vedabase.io/en/library/bg/11/43/
11/44,tasmāt praṇamya praṇidhāya kāyaṁprasādaye tvām aham īśam īḍyampiteva putrasya sakheva sakhyuḥpriyaḥ priyāyārhasi deva soḍhum,"You are the Supreme Lord, to be worshiped by every living being. Thus I fall down to offer You my respectful obeisances and ask Your mercy. As a father tolerates the impudence of his son, a friend the impertinence of a friend, or a husband the familiarity of his wife, please tolerate the wrongs I may have done You.",https://vedabase.io/en/library/bg/11/44/
11/45,adṛṣṭa-pūrvaṁ hṛṣito ’smi dṛṣṭvābhayena ca pravyathitaṁ mano metad eva me darśaya deva rūpaṁprasīda deveśa jagan-nivāsa,"After seeing this universal form, which I have never seen before, I am gladdened, but at the same time my mind is disturbed with fear. Therefore please bestow Your grace upon me and reveal again Your form as the Personality of Godhead, O Lord of lords, O abode of the universe.",https://vedabase.io/en/library/bg/11/45/
11/46,kirīṭinaṁ gadinaṁ cakra-hastamicchāmi tvāṁ draṣṭum ahaṁ tathaivatenaiva rūpeṇa catur-bhujenasahasra-bāho bhava viśva-mūrte,"O universal form, O thousand-armed Lord, I wish to see You in Your four-armed form, with helmeted head and with club, wheel, conch and lotus flower in Your hands. I long to see You in that form.",https://vedabase.io/en/library/bg/11/46/
